T(K),Cp_Thiswork
200.0,34.24287642316446
201.0,34.27668444081209
202.0,34.31043760397077
203.0,34.344136598361686
204.0,34.37778208085757
205.0,34.41137523934411
206.0,34.44491721057254
207.0,34.47840744071652
208.0,34.51184810461416
209.0,34.54523967721071
210.0,34.57858208110422
211.0,34.611876288457495
212.0,34.645123228417646
213.0,34.67832276065922
214.0,34.71147678176634
215.0,34.74458458928102
216.0,34.77764699999385
217.0,34.81066528739608
218.0,34.84363920263431
219.0,34.87656898501518
220.0,34.90945581812123
221.0,34.94229940878993
222.0,34.97510040977233
223.0,35.007859442731075
224.0,35.040577099382034
225.0,35.073252569414166
226.0,35.10588733258041
227.0,35.13848145940334
228.0,35.171035010343786
229.0,35.20354803607284
230.0,35.23602145286033
231.0,35.26845483588316
232.0,35.3008490570477
233.0,35.333203671458975
234.0,35.36551950925024
235.0,35.39779610719429
236.0,35.43003425608511
237.0,35.46223388806136
238.0,35.49439533798539
239.0,35.52651811088224
240.0,35.558602925760894
241.0,35.59065007145511
242.0,35.6226590281228
243.0,35.65463046167463
244.0,35.68656384069553
245.0,35.71845980132911
246.0,35.75031856856195
247.0,35.78213959148376
248.0,35.81392308305799
249.0,35.84566924185281
250.0,35.877378252585224
251.0,35.90904991743775
252.0,35.94068440309939
253.0,35.97228149983387
254.0,36.00384135750623
255.0,36.035364114100304
256.0,36.06684954007263
257.0,36.09829740489502
258.0,36.12970853053648
259.0,36.161081965374784
260.0,36.19241850838127
261.0,36.22371720977217
262.0,36.25497884675072
263.0,36.28620281123571
264.0,36.317389515937876
265.0,36.34853868611009
266.0,36.37965004754483
267.0,36.41072398789403
268.0,36.44176022140963
269.0,36.472758463284094
270.0,36.5037190785165
271.0,36.53464177209967
272.0,36.565526250322804
273.0,36.596372857739674
274.0,36.62718097509775
275.0,36.65795125102433
276.0,36.688682749146174
277.0,36.719376104554115
278.0,36.75003069553698
279.0,36.780646831673934
280.0,36.811224199094994
281.0,36.84176278995207
282.0,36.872262289501926
283.0,36.90272298622857
284.0,36.933144261044745
285.0,36.96352639548272
286.0,36.99386906929615
287.0,37.024172258792746
288.0,37.054435936535505
289.0,37.08465978062624
290.0,37.114843761263614
291.0,37.144987845329226
292.0,37.17509199656557
293.0,37.20515589078376
294.0,37.23517949026004
295.0,37.26516247239215
296.0,37.29510507900047
297.0,37.325006985144455
298.0,37.35486814700356
299.0,37.384688518494045
300.0,37.41446777606543
301.0,37.44420559937767
302.0,37.47390248956505
303.0,37.50355784970621
304.0,37.533171631776234
305.0,37.56274405511706
306.0,37.59227452920162
307.0,37.621763004990356
308.0,37.65120969749028
309.0,37.68061402287952
310.0,37.70997645801281
311.0,37.739296159425216
312.0,37.76857360068141
313.0,37.79780846607021
314.0,37.82700044344058
315.0,37.85614973946541
316.0,37.88525578602693
317.0,37.91431904499987
318.0,37.94333920577283
319.0,37.97231570784955
320.0,38.00124900841837
321.0,38.03013880167313
322.0,38.05898503601594
323.0,38.08778740998959
324.0,38.11654587440901
325.0,38.14526037991007
326.0,38.173930877021256
327.0,38.20255707033841
328.0,38.23113915807208
329.0,38.25967660257911
330.0,38.28816984631476
331.0,38.316618355417276
332.0,38.34502208615944
333.0,38.37338099501402
334.0,38.40169527856099
335.0,38.42996417429393
336.0,38.458188359170926
337.0,38.48636707632237
338.0,38.514500762040214
339.0,38.54258890335848
340.0,38.57063146419539
341.0,38.598628643287384
342.0,38.626580169747584
343.0,38.65448600912256
344.0,38.68234589546686
345.0,38.71016002915825
346.0,38.73792814701461
347.0,38.765650219376866
348.0,38.79332621730507
349.0,38.820956112613885
350.0,38.848539422071994
351.0,38.87607657761488
352.0,38.90356732688332
353.0,38.93101142101219
354.0,38.958409065161035
355.0,38.985760013480636
356.0,39.01306424758408
357.0,39.040321749986205
358.0,39.06753250412968
