T(K),Cp_Thiswork
200.0,44.53599485357553
201.0,44.61040140620225
202.0,44.684895349960314
203.0,44.75947847929834
204.0,44.83415200306272
205.0,44.90891742084865
206.0,44.98377599685104
207.0,45.058728935171956
208.0,45.13377773205087
209.0,45.20892347223338
210.0,45.28416735679693
211.0,45.359510527338436
212.0,45.434954066028425
213.0,45.51049899568255
214.0,45.586146456518044
215.0,45.6618971764041
216.0,45.737752354292184
217.0,45.81371277698452
218.0,45.8897791724621
219.0,45.965952564013804
220.0,46.04223356276701
221.0,46.11862307563743
222.0,46.19512159748058
223.0,46.27172991943401
224.0,46.34844859793045
225.0,46.425278486263636
226.0,46.50221967181825
227.0,46.57927307076643
228.0,46.6564390109081
229.0,46.733717940573044
230.0,46.81111042884648
231.0,46.88861645701785
232.0,46.96623683630676
233.0,47.043971436259895
234.0,47.121820956671655
235.0,47.19978515631242
236.0,47.27786480152679
237.0,47.3560597182652
238.0,47.43437003209287
239.0,47.51279599114337
240.0,47.59133761237497
241.0,47.66999503573412
242.0,47.7487681706143
243.0,47.8276572265468
244.0,47.90666182963636
245.0,47.985782083278956
246.0,48.06501786142293
247.0,48.144369162055376
248.0,48.22383575441221
249.0,48.303417355928204
250.0,48.38311398490166
251.0,48.46292525557445
252.0,48.542850907302075
253.0,48.622890628510305
254.0,48.7030442327992
255.0,48.783311307358105
256.0,48.86369138937239
257.0,48.94418431730839
258.0,49.024789528661096
259.0,49.10550658713768
260.0,49.186335182415135
261.0,49.267274604814304
262.0,49.34832462129002
263.0,49.42948442530444
264.0,49.51075368686648
265.0,49.59213185290531
266.0,49.673618148230716
267.0,49.755212099255644
268.0,49.83691301066456
269.0,49.91872031434811
270.0,50.00063339520862
271.0,50.08265141780533
272.0,50.164773674466865
273.0,50.24699958489339
274.0,50.32932817605298
275.0,50.4117589493905
276.0,50.49429101427022
277.0,50.57692360812824
278.0,50.65965592341976
279.0,50.74248693551057
280.0,50.82541609291603
281.0,50.90844245463546
282.0,50.99156520794379
283.0,51.07478315257517
284.0,51.15809590394828
285.0,51.241502003523316
286.0,51.3250008080792
287.0,51.4085914592401
288.0,51.49227288466555
289.0,51.576043969985335
290.0,51.6599040707453
291.0,51.74385198788688
292.0,51.827886651482245
293.0,51.912007120148516
294.0,51.99621241064568
295.0,52.08050149819323
296.0,52.16487331678918
297.0,52.249326759530476
298.0,52.33386084796751
299.0,52.418474393780414
300.0,52.50316633735334
301.0,52.5879355786709
302.0,52.67278114587951
303.0,52.757701858511055
304.0,52.84269649663804
305.0,52.92776396883664
306.0,53.01290314404869
307.0,53.09811301912754
308.0,53.1833923840565
309.0,53.268739823280825
310.0,53.35415455014585
311.0,53.43963523818259
312.0,53.52518152032687
313.0,53.61079016518069
314.0,53.69646040011381
315.0,53.782193895722344
316.0,53.86798730933714
317.0,53.95383892276624
318.0,54.03974698273848
319.0,54.12571299526297
320.0,54.211733479981135
321.0,54.2978082163725
322.0,54.383936941299666
323.0,54.47011607273926
324.0,54.55634527630997
325.0,54.64262417583065
326.0,54.72895072197231
327.0,54.815324462389285
328.0,54.901743276606226
329.0,54.98820501238178
330.0,55.07471073120158
331.0,55.16125820463961
332.0,55.247846791415824
333.0,55.334474194788726
334.0,55.42113970118382
335.0,55.50784094669761
336.0,55.594578755433716
337.0,55.68135069053433
338.0,55.7681558902169
339.0,55.85499345456522
340.0,55.94186084622973
341.0,56.0287570968038
342.0,56.1156812005385
343.0,56.20263370709846
344.0,56.28961034943228
345.0,56.376613193906195
346.0,56.463637909989274
347.0,56.55068489913414
348.0,56.63775293681803
349.0,56.724839184695654
350.0,56.81194550622203
351.0,56.89906741681759
352.0,56.98620670045048
353.0,57.07335881276754
354.0,57.160525459216046
355.0,57.24770360049621
356.0,57.33489329586945
357.0,57.42209300239264
358.0,57.50930114378846
359.0,57.59651766470962
360.0,57.6837393640552
361.0,57.77096611615117
362.0,57.85819620651468
363.0,57.94542943273481
364.0,58.03266400896992
365.0,58.11989965697764
366.0,58.20713452048413
367.0,58.29436671207573
368.0,58.38159584520899
369.0,58.4688214927217
370.0,58.556041660282006
371.0,58.64325432337918
372.0,58.73046047106136
373.0,58.81765648490638
374.0,58.90484327722328
375.0,58.992018682575406
376.0,59.07918201819665
377.0,59.166332562461676
378.0,59.25346804850952
379.0,59.340589189304055
380.0,59.427692144925004
381.0,59.51477905365712
382.0,59.601846010012736
383.0,59.68889357292201
384.0,59.775920762478435
385.0,59.86292656165982
386.0,59.94990843039362
387.0,60.03686676937794
388.0,60.12379897056083
389.0,60.210705356819176
390.0,60.29758620470007
391.0,60.3844373248393
392.0,60.47126039565785
393.0,60.558052635281186
394.0,60.64481416801988
395.0,60.73154361000324
396.0,60.8182395426596
397.0,60.90490197060072
398.0,60.99152939869717
399.0,61.07812175021013
400.0,61.16467600448895
401.0,61.251192012149914
402.0,61.337669579957236
403.0,61.42410702908272
404.0,61.51050552638468
405.0,61.59686043825819
406.0,61.68317428987699
407.0,61.76944381692107
408.0,61.85567001985169
409.0,61.94184956785287
410.0,62.02798480293477
411.0,62.11407232073701
412.0,62.20011153266765
413.0,62.28610322410036
414.0,62.372043889979565
415.0,62.45793564609755
416.0,62.54377632356862
417.0,62.62956512833469
418.0,62.71529982374764
419.0,62.80098234206757
420.0,62.88660896696091
421.0,62.9721815402163
422.0,63.057699059757425
423.0,63.14315770667855
424.0,63.22856057476476
425.0,63.31390376982611
426.0,63.39918890325353
427.0,63.48441477051679
428.0,63.56958012889318
429.0,63.65468232512657
430.0,63.73972415855303
431.0,63.82470425707078
432.0,63.909619846853786
433.0,63.99447085139586
434.0,64.0792571465784
435.0,64.16397856089435
436.0,64.24863487567437
437.0,64.33322312354237
438.0,64.417744356685
439.0,64.50219687906687
440.0,64.58658164476398
441.0,64.67089687099076
442.0,64.75514207739171
443.0,64.83931673811749
444.0,64.92342028206784
445.0,65.00745209313685
446.0,65.09141018413857
447.0,65.17529650508419
448.0,65.2591089772857
449.0,65.34284812521169
450.0,65.42651178789625
451.0,65.5101003970782
452.0,65.59361302041646
453.0,65.67704998970751
454.0,65.7604089743119
455.0,65.8436915169745
456.0,65.92689519967081
457.0,66.01002146177571
458.0,66.09306909228702
459.0,66.17603554824163
460.0,66.25892340790902
461.0,66.34173132042682
462.0,66.42445661208198
463.0,66.50710169808949
464.0,66.5896650902009
465.0,66.67214653446572
466.0,66.75454445521515
467.0,66.83685977458602
468.0,66.91909082233438
469.0,67.00123841552049
470.0,67.0833007904798
471.0,67.1652786603517
472.0,67.24717267843333
473.0,67.328979682983
474.0,67.41070023346742
475.0,67.49233607667503
476.0,67.57388391564056
477.0,67.6553441505367
478.0,67.73671836142942
479.0,67.8180031188969
480.0,67.89920113133456
481.0,67.98031010939854
482.0,68.06133018282253
483.0,68.14226020083403
484.0,68.2231014101218
485.0,68.30385255348665
486.0,68.38451354503154
487.0,68.4650842436796
488.0,68.54556324340453
489.0,68.62595271675629
490.0,68.70624994170375
491.0,68.78645576989608
492.0,68.86656859043397
493.0,68.9465903389158
494.0,69.02651929570507
495.0,69.10635608104478
496.0,69.18609887632743
497.0,69.26574937739426
498.0,69.34530565972753
