T(K),Cp_Thiswork
200.0,33.283081652937966
201.0,33.29111641447125
202.0,33.29918275713839
203.0,33.307280726625194
204.0,33.31541141646113
205.0,33.32357504622472
206.0,33.33177182509939
207.0,33.34000256778068
208.0,33.34826744821549
209.0,33.35656703481406
210.0,33.364901473327684
211.0,33.37327149673983
212.0,33.38167721941224
213.0,33.390119138737624
214.0,33.39859734424083
215.0,33.407112495212886
216.0,33.41566465319467
217.0,33.42425425179347
218.0,33.4328815185155
219.0,33.4415468553415
220.0,33.45025027703467
221.0,33.45899234341186
222.0,33.46777304576329
223.0,33.47659291258904
224.0,33.48545191310993
225.0,33.49435019013207
226.0,33.503288406708464
227.0,33.5122663240539
228.0,33.52128422699396
229.0,33.53034255907869
230.0,33.53944105943152
231.0,33.54858032003922
232.0,33.5577600652758
233.0,33.56698086025675
234.0,33.57624258206683
235.0,33.58554560132961
236.0,33.594889779952375
237.0,33.60427530372961
238.0,33.61370234728465
239.0,33.623170913792165
240.0,33.63268131931085
241.0,33.64223339007882
242.0,33.65182742288284
243.0,33.66146338802325
244.0,33.67114125063257
245.0,33.68086127873133
246.0,33.690623421166755
247.0,33.7004277740198
248.0,33.710274424734195
249.0,33.72016330257728
250.0,33.73009448147848
251.0,33.740068027362895
252.0,33.75008385161048
253.0,33.760142153529266
254.0,33.77024283150396
255.0,33.78038592446501
256.0,33.79057146433266
257.0,33.800799334262585
258.0,33.81106969655261
259.0,33.82138242312337
260.0,33.83173752247432
261.0,33.84213513525002
262.0,33.85257498039675
263.0,33.863057187706275
264.0,33.87358174215785
265.0,33.88414848850067
266.0,33.89475753740989
267.0,33.905408724842424
268.0,33.91610214953637
269.0,33.926837639217524
270.0,33.93761515074087
271.0,33.94843463632475
272.0,33.95929617262739
273.0,33.97019957245802
274.0,33.98114477494644
275.0,33.99213171510614
276.0,34.003160449751945
277.0,34.01423065366984
278.0,34.02534250108422
279.0,34.03649578596146
280.0,34.04769042452795
281.0,34.0589264516169
282.0,34.070203653208765
283.0,34.081522056161354
284.0,34.092881441617045
285.0,34.10428170972935
286.0,34.11572299462896
287.0,34.12720495101616
288.0,34.138727587642634
289.0,34.15029090787145
290.0,34.1618945627024
291.0,34.17353866623763
292.0,34.18522298173916
293.0,34.196947386564325
294.0,34.20871198199054
295.0,34.22051641231296
296.0,34.23236077207574
297.0,34.244244704171166
298.0,34.256168296742246
299.0,34.2681314113056
300.0,34.28013379837558
301.0,34.292175426596984
302.0,34.30425626056776
303.0,34.31637604601915
304.0,34.32853474336471
305.0,34.34073209667605
306.0,34.352968062433206
307.0,34.365242593497655
308.0,34.37755553466651
309.0,34.38990662561439
310.0,34.40229581401768
311.0,34.41472304425012
312.0,34.42718815517035
313.0,34.43969088295674
314.0,34.45223116752258
315.0,34.46480894576756
316.0,34.47742405152137
317.0,34.490076317893696
318.0,34.50276557731378
319.0,34.51549176014138
320.0,34.52825469601285
321.0,34.54105421402324
322.0,34.55389023980093
323.0,34.566762599956
324.0,34.57967112068571
325.0,34.59261572335191
326.0,34.60559623195269
327.0,34.618612564762145
328.0,34.63166444968554
329.0,34.6447518035483
330.0,34.65787454107337
331.0,34.67103248227827
332.0,34.68422544707079
333.0,34.69745325527357
334.0,34.71071590921838
335.0,34.724013135074486
336.0,34.73734484160368
337.0,34.750710845875986
338.0,34.76411105452545
339.0,34.777545283468235
340.0,34.79101343737116
341.0,34.80451524295213
342.0,34.81805069210632
343.0,34.83161951151694
344.0,34.845221690532696
345.0,34.85885695591642
346.0,34.8725252946232
347.0,34.88622643360352
348.0,34.89996027230397
349.0,34.91372662403425
350.0,34.92752547138248
351.0,34.941356457908356
352.0,34.95521964906981
353.0,34.96911477294969
354.0,34.983041725419135
355.0,34.99700040126996
356.0,35.010990530029396
357.0,35.02501200672721
358.0,35.03906472539535
359.0,35.05314857910596
360.0,35.06726329878381
361.0,35.081408858142396
362.0,35.09558498891086
363.0,35.1097916634331
364.0,35.124028693465405
365.0,35.13829589140588
366.0,35.15259314874738
367.0,35.16692035623007
368.0,35.181277248374954
369.0,35.19566379398683
370.0,35.21007980568515
371.0,35.22452517352319
372.0,35.23899971053726
373.0,35.25350323049767
374.0,35.26803569934032
375.0,35.28259693032894
376.0,35.29718673749645
377.0,35.31180501037801
378.0,35.32645163798909
379.0,35.341126360671225
380.0,35.35582921592446
381.0,35.370559870967895
382.0,35.385318362069995
383.0,35.40010435840595
384.0,35.41491789508022
385.0,35.4297587876801
386.0,35.44462685264318
387.0,35.45952190725553
388.0,35.47444391227783
389.0,35.48939268490427
390.0,35.50436804319699
391.0,35.5193699469428
392.0,35.53439821418812
393.0,35.54945266386404
394.0,35.56453318534745
395.0,35.579639667756204
396.0,35.5947719309675
397.0,35.60992986447171
398.0,35.625113357537664
399.0,35.64032223106376
400.0,35.65555637474485
401.0,35.67081561046961
402.0,35.68609989573254
403.0,35.701408985543324
404.0,35.71674283734146
405.0,35.73210127425493
406.0,35.747484186621165
407.0,35.76289139862283
408.0,35.77832280113267
409.0,35.7937782849112
410.0,35.80925767536045
411.0,35.82476086381171
412.0,35.84028780626325
413.0,35.855838199620095
414.0,35.87141206499098
415.0,35.88700916539658
416.0,35.90262945706894
417.0,35.91827276816628
418.0,35.93393899105996
419.0,35.94962801808694
420.0,35.965339678751164
421.0,35.98107380348338
422.0,35.99683034831061
423.0,36.01260920620668
424.0,36.02841020827068
425.0,36.04423318652706
426.0,36.060078096755575
427.0,36.07594477145207
428.0,36.09183304403274
429.0,36.10774293106395
430.0,36.123674205262276
431.0,36.13962670145148
432.0,36.15560043562211
433.0,36.17159518258097
434.0,36.18761083822183
435.0,36.20364729848222
