T(K),Cp_Thiswork
200.0,33.48578235316204
201.0,33.49307512766852
202.0,33.500509763972715
203.0,33.50808740632404
204.0,33.51580864551556
205.0,33.52367500085902
206.0,33.53168670790241
207.0,33.53984492496716
208.0,33.548150031389696
209.0,33.55660330817743
210.0,33.565205029440236
211.0,33.57395589372845
212.0,33.58285631547786
213.0,33.59190689218582
214.0,33.60110816960601
215.0,33.61046064279632
216.0,33.61996453390414
217.0,33.62962002334422
218.0,33.63942769023536
219.0,33.64938784193931
220.0,33.659500523590594
221.0,33.66976574212965
222.0,33.680184106489605
223.0,33.690755323404844
224.0,33.7014794902553
225.0,33.71235666310101
226.0,33.723386857578475
227.0,33.734570049784395
228.0,33.74590617714657
229.0,33.75739513928252
230.0,33.769036598266666
231.0,33.780830584202825
232.0,33.792776690670586
233.0,33.804874874882515
234.0,33.81712466511167
235.0,33.82952575571696
236.0,33.84207800063783
237.0,33.85478102632943
238.0,33.867634239661385
239.0,33.88063721078239
240.0,33.893789666850495
241.0,33.90709111624165
242.0,33.920541039643
243.0,33.93413870858302
244.0,33.947883916142004
245.0,33.96177588061475
246.0,33.975813978871344
247.0,33.98999774047323
248.0,34.0043263149027
249.0,34.01879918264247
250.0,34.033415796848736
251.0,34.0481750682712
252.0,34.0630765793794
253.0,34.07811971295185
254.0,34.09330332231427
255.0,34.10862675256371
256.0,34.12408932543825
257.0,34.13969017523907
258.0,34.155428582499184
259.0,34.171303318975674
260.0,34.1873139559094
261.0,34.203459394454974
262.0,34.21973884330646
263.0,34.23615117616508
264.0,34.25269572770135
265.0,34.26937149871061
266.0,34.28617747699688
267.0,34.30311279151735
268.0,34.32017624977817
269.0,34.33736710664502
270.0,34.35468429656414
271.0,34.37212689296038
272.0,34.38969365815468
273.0,34.40738379134713
274.0,34.42519603511865
275.0,34.44312956381228
276.0,34.46118324660907
277.0,34.47935594490344
278.0,34.49764665528869
279.0,34.516054363560656
280.0,34.53457776381429
281.0,34.553216106784745
282.0,34.57196793215418
283.0,34.59083247122863
284.0,34.60980825436887
285.0,34.628894495142305
286.0,34.64808998650431
287.0,34.66739338329523
288.0,34.68680387421938
289.0,34.706320104047045
290.0,34.72594098172539
291.0,34.745665541221285
292.0,34.76549228751876
293.0,34.78542037656959
294.0,34.80544856777017
295.0,34.825575746982
296.0,34.84580066927106
297.0,34.866122215148145
298.0,34.8865391365752
299.0,34.907050558637565
300.0,34.9276549795452
301.0,34.948351518373244
302.0,34.969138797768224
303.0,34.99001580843976
304.0,35.010981295480796
305.0,35.03203412548076
306.0,35.05317316402596
307.0,35.0743972759828
308.0,35.095705208213296
309.0,35.11709582712634
310.0,35.13856811531255
311.0,35.16012070657831
312.0,35.18175269982714
313.0,35.20346261903127
314.0,35.22524967756606
315.0,35.24711240586122
316.0,35.26904990394987
317.0,35.29106093421599
318.0,35.31314437431353
319.0,35.335298994021684
320.0,35.35752378678509
321.0,35.37981763727015
322.0,35.40217932480357
323.0,35.42460784908191
324.0,35.44710188990028
325.0,35.469660560161586
326.0,35.492282760082844
327.0,35.514967183548464
328.0,35.53771284625693
329.0,35.56051866164669
330.0,35.58338354726828
331.0,35.6063064249378
332.0,35.629286118837186
333.0,35.65232166295074
334.0,35.67541199275156
335.0,35.69855604854797
336.0,35.721752675822785
337.0,35.7450009258381
338.0,35.76829975416268
339.0,35.79164802354539
340.0,35.81504470194547
341.0,35.83848895703271
342.0,35.86197957165285
343.0,35.885515626747946
344.0,35.909096015977994
345.0,35.93271983104942
346.0,35.956386073159706
347.0,35.980093655633624
348.0,36.00384168704866
349.0,36.027629187270485
350.0,36.05145518255207
351.0,36.075318705607735
352.0,36.09921879568371
353.0,36.12315440750781
354.0,36.147124776292735
355.0,36.17112886968357
356.0,36.195165753698085
357.0,36.219234590470485
358.0,36.24333428074074
359.0,36.26746417769694
360.0,36.29162310853309
361.0,36.31581043781227
362.0,36.34002509657147
363.0,36.36426619972659
364.0,36.3885330417948
365.0,36.41282466368881
366.0,36.43714020063115
367.0,36.46147871011709
368.0,36.48583959686935
369.0,36.51022176300124
370.0,36.53462462545591
371.0,36.55904718684096
372.0,36.58348862628464
373.0,36.60794829550681
374.0,36.63242530387585
375.0,36.65691876971668
376.0,36.68142814617052
377.0,36.70595240272555
378.0,36.73049092442931
379.0,36.755042940093205
380.0,36.77960768598784
381.0,36.80418440583975
382.0,36.82877235082795
383.0,36.85337085853036
384.0,36.877979036762014
385.0,36.90259639484846
386.0,36.92722213374718
387.0,36.95185546320615
388.0,36.97649583349113
389.0,37.00114246882933
390.0,37.0257946787565
391.0,37.05045185645726
392.0,37.07511332522323
393.0,37.09977841569133
394.0,37.1244465411596
395.0,37.149116895904044
396.0,37.173789057557116
397.0,37.19846223524907
398.0,37.223135870130676
399.0,37.247809335538776
400.0,37.27248208552833
401.0,37.29715343366654
402.0,37.32182284772203
403.0,37.346489728750726
404.0,37.37115348488743
405.0,37.395813603423754
406.0,37.42046943389042
407.0,37.44512047702746
408.0,37.4697661681429
409.0,37.49440594946634
410.0,37.51903934087114
411.0,37.543665727030884
412.0,37.56828464095871
413.0,37.5928955514256
414.0,37.6174980036771
415.0,37.64209140969659
416.0,37.66667532760201
417.0,37.69124925216147
418.0,37.71581268473565
419.0,37.74036513323452
420.0,37.764906180341484
421.0,37.78943541426094
422.0,37.81395222530442
423.0,37.83845621473429
424.0,37.862947056570114
425.0,37.88742416086819
426.0,37.9118871464255
427.0,37.93633563736318
428.0,37.96076913019931
429.0,37.9851872609312
430.0,38.00958960476021
431.0,38.03397580874753
432.0,38.05834539391462
433.0,38.08269795347354
434.0,38.10703321692158
435.0,38.13135072303242
436.0,38.15565014679119
437.0,38.17993110357729
438.0,38.20419321451
