T(K),Cp_Thiswork
200.0,39.79614527637868
201.0,40.258808507994466
202.0,40.71677699591905
203.0,41.17010351690928
204.0,41.6188349156141
205.0,42.063023280497745
206.0,42.5027114260204
207.0,42.93794397323848
208.0,43.36877045271963
209.0,43.79523166215324
210.0,44.217373295714154
211.0,44.63523282862059
212.0,45.04885260172243
213.0,45.458273262221226
214.0,45.86353684984146
215.0,46.26467787457329
216.0,46.66173828627434
217.0,47.05475271112684
218.0,47.4437601174608
219.0,47.82879526709858
220.0,48.20989171937026
221.0,48.587087148012245
222.0,48.960417819797826
223.0,49.329911101068774
224.0,49.695608566493846
225.0,50.05753790375133
226.0,50.415733273848346
227.0,50.770227674682545
228.0,51.12105301830391
229.0,51.46824020261892
230.0,51.811821434168436
231.0,52.151825672760594
232.0,52.48828543024509
233.0,52.82123218438275
234.0,53.15069219976607
235.0,53.47669945043384
236.0,53.79928268620013
237.0,54.11846986065224
238.0,54.4342921862504
239.0,54.74677797426767
240.0,55.05595477500299
241.0,55.36185326608734
242.0,55.664503244476805
243.0,55.9639280652123
244.0,56.260161674025355
245.0,56.553227868769724
246.0,56.843158934137236
247.0,57.1299791096025
248.0,57.41371736675498
249.0,57.6944019128357
250.0,57.97206023058823
251.0,58.24672080746197
252.0,58.518409725024185
253.0,58.78715244504309
254.0,59.05298037549744
255.0,59.315917600668556
256.0,59.575992468334505
257.0,59.833232606718
258.0,60.087661829847775
259.0,60.3393111607909
260.0,60.588204670102314
261.0,60.83436891766419
262.0,61.077831317419054
263.0,61.31861860241348
264.0,61.55675685099824
265.0,61.79227296523787
266.0,62.02519318209352
267.0,62.25554167085626
268.0,62.48334768580921
269.0,62.70863552244313
270.0,62.93143167115164
271.0,63.15176195964338
272.0,63.369651573770696
273.0,63.58512642571485
274.0,63.79821311204057
275.0,64.0089375487444
276.0,64.2173236772189
277.0,64.42339744656243
278.0,64.62718542662651
279.0,64.82871092964331
280.0,65.02799921564468
281.0,65.22507740193137
282.0,65.41996812948456
283.0,65.61269840911845
284.0,65.80329082890259
285.0,65.99177103793012
286.0,66.17816398435222
287.0,66.362492730346
288.0,66.54478328163941
289.0,66.72505854953116
290.0,66.90334315293964
291.0,67.07965984712494
292.0,67.2540342091306
293.0,67.42648992939058
294.0,67.59704886882474
295.0,67.76573564161033
296.0,67.93257413377165
297.0,68.09758640149752
298.0,68.26079494057757
299.0,68.42222486113326
300.0,68.5818961346995
301.0,68.73983352915533
302.0,68.89605888688654
303.0,69.0505944250642
304.0,69.2034627118078
305.0,69.35468558653405
306.0,69.5042841728023
307.0,69.65228097623178
308.0,69.79869672017341
309.0,69.9435534801713
310.0,70.08687258393554
311.0,70.22867564022694
312.0,70.36898249969552
313.0,70.50781430900653
314.0,70.64519046860418
315.0,70.7811336290176
