200		42.336	
250		46.784	
298.15		50.661	
300		50.802	
350		54.423	
400		57.672	
450		60.559	
500		63.100	
600		67.255	
700		70.390	
800		72.761	
900		74.570	
1000		75.968	
1100		77.065	
1200		77.937	
1300		78.639	
1400		79.212	
1500		79.685	
1600		80.079	
1700		80.410	
1800		80.692	
1900		80.932	
2000		81.140	
2100		81.319	
2200		81.476	
2300		81.614	
2400		81.735	
2500		81.843	
2600		81.939	
2700		82.025	
2800		82.102	
2900		82.171	
3000		82.234	
3100		82.290	
3200		82.342	
3300		82.389	
3400		82.432	
3500		82.472	
3600		82.508	
3700		82.542	
3800		82.573	
3900		82.601	
4000		82.628	
4100		82.653	
4200		82.676	
4300		82.697	
4400		82.717	
4500		82.735	
4600		82.753	
4700		82.769	
4800		82.785	
4900		82.799	
5000		82.813	
5100		82.825	
5200		82.837	
5300		82.849	
5400		82.860	
5500		82.870	
5600		82.879	
5700		82.889	
5800		82.897	
5900		82.906	
6000		82.913	
