200		33.502	
250		34.194	
298.15		35.402	
300		35.458	
350		37.203	
400		39.264	
450		41.489	
500		43.766	
600		48.216	
700		52.319	
800		55.983	
900		59.199	
1000		61.995	
1100		64.411	
1200		66.494	
1300		68.290	
1400		69.840	
1500		71.182	
1600		72.346	
1700		73.360	
1800		74.246	
1900		75.023	
2000		75.709	
2100		76.314	
2200		76.852	
2300		77.331	
2400		77.759	
2500		78.143	
2600		78.489	
2700		78.801	
2800		79.083	
2900		79.339	
3000		79.573	
3100		79.786	
3200		79.981	
3300		80.159	
3400		80.323	
3500		80.475	
3600		80.614	
3700		80.743	
3800		80.863	
3900		80.974	
4000		81.077	
4100		81.173	
4200		81.263	
4300		81.346	
4400		81.425	
4500		81.498	
4600		81.567	
4700		81.631	
4800		81.692	
4900		81.749	
5000		81.803	
5100		81.854	
5200		81.902	
5300		81.948	
5400		81.991	
5500		82.031	
5600		82.070	
5700		82.107	
5800		82.141	
5900		82.175	
6000		82.206	
