200		30.777	
250		30.283	
298.15		29.986	
300		29.977	
350		29.780	
400		29.650	
450		29.567	
500		29.521	
600		29.527	
700		29.663	
800		29.917	
900		30.264	
1000		30.676	
1100		31.124	
1200		31.586	
1300		32.046	
1400		32.492	
1500		32.917	
1600		33.319	
1700		33.694	
1800		34.044	
1900		34.369	
2000		34.670	
2100		34.950	
2200		35.209	
2300		35.449	
2400		35.673	
2500		35.881	
2600		36.075	
2700		36.256	
2800		36.426	
2900		36.586	
3000		36.736	
3100		36.878	
3200		37.013	
3300		37.140	
3400		37.261	
3500		37.376	
3600		37.486	
3700		37.592	
3800		37.693	
3900		37.791	
4000		37.885	
4100		37.976	
4200		38.064	
4300		38.150	
4400		38.233	
4500		38.315	
4600		38.394	
4700		38.472	
4800		38.549	
4900		38.625	
5000		38.699	
5100		38.773	
5200		38.846	
5300		38.919	
5400		38.991	
5500		39.062	
5600		39.134	
5700		39.206	
5800		39.278	
5900		39.350	
6000		39.423	
