200		34.385	
250		35.593	
298.15		36.974	
300		37.029	
350		38.583	
400		40.171	
450		41.728	
500		43.206	
600		45.834	
700		47.986	
800		49.708	
900		51.076	
1000		52.166	
1100		53.041	
1200		53.748	
1300		54.326	
1400		54.803	
1500		55.200	
1600		55.533	
1700		55.815	
1800		56.055	
1900		56.262	
2000		56.441	
2100		56.596	
2200		56.732	
2300		56.852	
2400		56.958	
2500		57.052	
2600		57.136	
2700		57.211	
2800		57.278	
2900		57.339	
3000		57.394	
3100		57.444	
3200		57.490	
3300		57.531	
3400		57.569	
3500		57.604	
3600		57.636	
3700		57.666	
3800		57.693	
3900		57.719	
4000		57.742	
4100		57.764	
4200		57.784	
4300		57.803	
4400		57.821	
4500		57.837	
4600		57.853	
4700		57.867	
4800		57.881	
4900		57.894	
5000		57.906	
5100		57.917	
5200		57.928	
5300		57.938	
5400		57.948	
5500		57.957	
5600		57.965	
5700		57.973	
5800		57.981	
5900		57.988	
6000		57.995	
