200	33.995
201	34.015
202	34.035
203	34.056
204	34.076
205	34.097
206	34.118
207	34.14
208	34.162
209	34.184
210	34.207
211	34.23
212	34.253
213	34.276
214	34.3
215	34.324
216	34.349
217	34.373
218	34.398
219	34.424
220	34.449
221	34.475
222	34.502
223	34.528
224	34.555
225	34.582
226	34.61
227	34.637
228	34.665
229	34.694
230	34.722
231	34.751
232	34.78
233	34.81
234	34.84
235	34.87
236	34.9
237	34.93
238	34.961
239	34.992
240	35.024
241	35.055
242	35.087
243	35.119
244	35.152
245	35.185
246	35.218
247	35.251
248	35.284
249	35.318
250	35.352
251	35.386
252	35.42
253	35.455
254	35.49
255	35.525
256	35.56
257	35.596
258	35.632
259	35.668
260	35.704
261	35.74
262	35.777
263	35.814
264	35.851
265	35.888
266	35.926
267	35.964
268	36.001
269	36.04
270	36.078
271	36.116
272	36.155
273	36.194
274	36.233
275	36.272
276	36.312
277	36.351
278	36.391
279	36.431
280	36.471
281	36.511
282	36.552
283	36.592
284	36.633
285	36.674
286	36.715
287	36.757
288	36.798
289	36.84
290	36.881
291	36.923
292	36.965
293	37.007
294	37.05
295	37.092
296	37.134
297	37.177
298	37.22
299	37.263
300	37.306
301	37.349
302	37.393
303	37.436
304	37.48
305	37.523
306	37.567
307	37.611
308	37.655
309	37.699
310	37.743
311	37.788
312	37.832
313	37.877
314	37.921
315	37.966
316	38.011
317	38.056
318	38.101
319	38.146
320	38.191
321	38.236
322	38.282
323	38.327
324	38.373
325	38.418
326	38.464
327	38.51
328	38.556
329	38.602
330	38.648
331	38.694
332	38.74
333	38.786
334	38.832
335	38.879
336	38.925
337	38.972
338	39.018
339	39.065
340	39.111
341	39.158
342	39.205
343	39.252
344	39.298
345	39.345
346	39.392
347	39.439
348	39.486
349	39.534
350	39.581
351	39.628
352	39.675
353	39.723
354	39.77
355	39.817
356	39.865
357	39.912
358	39.96
359	40.007
360	40.055
361	40.102
362	40.15
363	40.198
364	40.245
365	40.293
366	40.341
367	40.389
368	40.436
369	40.484
370	40.532
371	40.58
372	40.628
373	40.676
374	40.724
375	40.772
376	40.82
377	40.868
378	40.916
379	40.964
380	41.012
381	41.06
382	41.108
383	41.156
384	41.204
385	41.252
386	41.301
387	41.349
388	41.397
389	41.445
390	41.493
391	41.542
392	41.59
393	41.638
394	41.686
395	41.735
396	41.783
397	41.831
398	41.879
399	41.928
400	41.976
401	42.024
402	42.072
403	42.121
404	42.169
405	42.217
406	42.266
407	42.314
408	42.362
409	42.411
410	42.459
411	42.507
412	42.555
413	42.604
414	42.652
415	42.7
416	42.749
417	42.797
418	42.845
419	42.893
420	42.942
421	42.99
422	43.038
423	43.086
424	43.135
425	43.183
426	43.231
427	43.279
428	43.328
429	43.376
430	43.424
431	43.472
432	43.52
433	43.568
434	43.617
435	43.665
436	43.713
437	43.761
438	43.809
439	43.857
440	43.905
441	43.953
442	44.001
443	44.049
444	44.097
445	44.145
446	44.193
447	44.241
448	44.289
449	44.337
450	44.385
451	44.433
452	44.481
453	44.529
454	44.577
455	44.625
456	44.673
457	44.721
458	44.768
459	44.816
460	44.864
461	44.912
462	44.959
463	45.007
464	45.055
465	45.103
466	45.15
467	45.198
468	45.246
469	45.293
470	45.341
471	45.388
472	45.436
473	45.483
474	45.531
475	45.578
476	45.626
477	45.673
478	45.721
479	45.768
480	45.816
481	45.863
482	45.91
483	45.958
484	46.005
485	46.052
486	46.099
487	46.147
488	46.194
489	46.241
490	46.288
491	46.335
492	46.382
493	46.43
494	46.477
495	46.524
496	46.571
497	46.618
498	46.665
499	46.712
500	46.758
501	46.805
502	46.852
503	46.899
504	46.946
505	46.993
506	47.039
507	47.086
508	47.133
509	47.18
510	47.226
511	47.273
512	47.319
513	47.366
514	47.413
515	47.459
516	47.506
517	47.552
518	47.599
519	47.645
520	47.691
521	47.738
522	47.784
523	47.83
524	47.877
525	47.923
526	47.969
527	48.015
528	48.061
529	48.107
530	48.154
531	48.2
532	48.246
533	48.292
534	48.338
535	48.384
536	48.429
537	48.475
538	48.521
539	48.567
540	48.613
541	48.659
542	48.704
543	48.75
544	48.796
545	48.841
546	48.887
547	48.933
548	48.978
549	49.024
550	49.069
551	49.115
552	49.16
553	49.205
554	49.251
555	49.296
556	49.341
557	49.387
558	49.432
559	49.477
560	49.522
561	49.567
562	49.612
563	49.657
564	49.702
565	49.747
566	49.792
567	49.837
568	49.882
569	49.927
570	49.972
571	50.017
572	50.061
573	50.106
574	50.151
575	50.196
576	50.24
577	50.285
578	50.329
579	50.374
580	50.418
581	50.463
582	50.507
583	50.552
584	50.596
585	50.64
586	50.684
587	50.729
588	50.773
589	50.817
590	50.861
591	50.905
592	50.949
593	50.993
594	51.037
595	51.081
596	51.125
597	51.169
598	51.213
599	51.257
600	51.3
601	51.344
602	51.388
603	51.432
604	51.475
605	51.519
606	51.562
607	51.606
608	51.649
609	51.693
610	51.736
611	51.779
612	51.823
613	51.866
614	51.909
615	51.952
616	51.996
617	52.039
618	52.082
619	52.125
620	52.168
621	52.211
622	52.254
623	52.297
624	52.34
625	52.382
626	52.425
627	52.468
628	52.511
629	52.553
630	52.596
631	52.638
632	52.681
633	52.724
634	52.766
635	52.808
636	52.851
637	52.893
638	52.935
639	52.978
640	53.02
641	53.062
642	53.104
643	53.146
644	53.188
645	53.23
646	53.272
647	53.314
648	53.356
649	53.398
650	53.44
651	53.482
652	53.524
653	53.565
654	53.607
655	53.649
656	53.69
657	53.732
658	53.773
659	53.815
660	53.856
661	53.897
662	53.939
663	53.98
664	54.021
665	54.062
666	54.104
667	54.145
668	54.186
669	54.227
670	54.268
671	54.309
672	54.35
673	54.391
674	54.431
675	54.472
676	54.513
677	54.554
678	54.594
679	54.635
680	54.676
681	54.716
682	54.757
683	54.797
684	54.838
685	54.878
686	54.918
687	54.958
688	54.999
689	55.039
690	55.079
691	55.119
692	55.159
693	55.199
694	55.239
695	55.279
696	55.319
697	55.359
698	55.399
699	55.439
700	55.478
701	55.518
702	55.558
703	55.597
704	55.637
705	55.676
706	55.716
707	55.755
708	55.794
709	55.834
710	55.873
711	55.912
712	55.952
713	55.991
714	56.03
715	56.069
716	56.108
717	56.147
718	56.186
719	56.225
720	56.264
721	56.302
722	56.341
723	56.38
724	56.419
725	56.457
726	56.496
727	56.534
728	56.573
729	56.611
730	56.65
731	56.688
732	56.726
733	56.765
734	56.803
735	56.841
736	56.879
737	56.917
738	56.955
739	56.993
740	57.031
741	57.069
742	57.107
743	57.145
744	57.183
745	57.22
746	57.258
747	57.296
748	57.333
749	57.371
750	57.408
