200	33.754
201	33.765
202	33.777
203	33.789
204	33.801
205	33.814
206	33.826
207	33.839
208	33.852
209	33.865
210	33.878
211	33.891
212	33.905
213	33.918
214	33.932
215	33.946
216	33.96
217	33.975
218	33.989
219	34.004
220	34.019
221	34.034
222	34.049
223	34.064
224	34.079
225	34.095
226	34.111
227	34.127
228	34.143
229	34.159
230	34.176
231	34.192
232	34.209
233	34.226
234	34.243
235	34.26
236	34.278
237	34.295
238	34.313
239	34.331
240	34.349
241	34.367
242	34.385
243	34.404
244	34.422
245	34.441
246	34.46
247	34.479
248	34.498
249	34.518
250	34.537
251	34.557
252	34.577
253	34.596
254	34.617
255	34.637
256	34.657
257	34.678
258	34.698
259	34.719
260	34.74
261	34.761
262	34.783
263	34.804
264	34.825
265	34.847
266	34.869
267	34.891
268	34.913
269	34.935
270	34.957
271	34.98
272	35.002
273	35.025
274	35.048
275	35.071
276	35.094
277	35.117
278	35.141
279	35.164
280	35.188
281	35.212
282	35.236
283	35.26
284	35.284
285	35.308
286	35.332
287	35.357
288	35.381
289	35.406
290	35.431
291	35.456
292	35.481
293	35.506
294	35.532
295	35.557
296	35.582
297	35.608
298	35.634
299	35.66
300	35.686
301	35.712
302	35.738
303	35.764
304	35.791
305	35.817
306	35.844
307	35.87
308	35.897
309	35.924
310	35.951
311	35.978
312	36.006
313	36.033
314	36.06
315	36.088
316	36.115
317	36.143
318	36.171
319	36.199
320	36.227
321	36.255
322	36.283
323	36.311
324	36.339
325	36.368
326	36.396
327	36.425
328	36.453
329	36.482
330	36.511
331	36.54
332	36.569
333	36.598
334	36.627
335	36.656
336	36.686
337	36.715
338	36.744
339	36.774
340	36.804
341	36.833
342	36.863
343	36.893
344	36.923
345	36.953
346	36.983
347	37.013
348	37.043
349	37.073
350	37.103
351	37.134
352	37.164
353	37.195
354	37.225
355	37.256
356	37.287
357	37.317
358	37.348
359	37.379
360	37.41
361	37.441
362	37.472
363	37.503
364	37.534
365	37.565
366	37.596
367	37.628
368	37.659
369	37.69
370	37.722
371	37.753
372	37.785
373	37.816
374	37.848
375	37.88
376	37.911
377	37.943
378	37.975
379	38.007
380	38.039
381	38.07
382	38.102
383	38.134
384	38.166
385	38.198
386	38.231
387	38.263
388	38.295
389	38.327
390	38.359
391	38.392
392	38.424
393	38.456
394	38.489
395	38.521
396	38.554
397	38.586
398	38.619
399	38.651
400	38.684
401	38.716
402	38.749
403	38.782
404	38.814
405	38.847
406	38.88
407	38.912
408	38.945
409	38.978
410	39.011
411	39.044
412	39.076
413	39.109
414	39.142
415	39.175
416	39.208
417	39.241
418	39.274
419	39.307
420	39.34
421	39.373
422	39.406
423	39.439
424	39.472
425	39.505
426	39.538
427	39.571
428	39.604
429	39.638
430	39.671
431	39.704
432	39.737
433	39.77
434	39.803
435	39.837
436	39.87
437	39.903
438	39.936
439	39.969
440	40.003
441	40.036
442	40.069
443	40.102
444	40.136
445	40.169
446	40.202
447	40.235
448	40.269
449	40.302
450	40.335
451	40.368
452	40.402
453	40.435
454	40.468
455	40.502
456	40.535
457	40.568
458	40.601
459	40.635
460	40.668
461	40.701
462	40.734
463	40.768
464	40.801
465	40.834
466	40.867
467	40.901
468	40.934
469	40.967
470	41
471	41.034
472	41.067
473	41.1
474	41.133
475	41.167
476	41.2
477	41.233
478	41.266
479	41.299
480	41.333
481	41.366
482	41.399
483	41.432
484	41.465
485	41.498
486	41.531
487	41.565
488	41.598
489	41.631
490	41.664
491	41.697
492	41.73
493	41.763
