200		47.370	
250		54.623	
298.15		61.054	
300		61.288	
350		67.217	
400		72.400	
450		76.875	
500		80.712	
600		86.781	
700		91.209	
800		94.476	
900		96.927	
1000		98.797	
1100		100.249	
1200		101.394	
1300		102.312	
1400		103.057	
1500		103.669	
1600		104.178	
1700		104.605	
1800		104.966	
1900		105.275	
2000		105.540	
2100		105.770	
2200		105.970	
2300		106.146	
2400		106.301	
2500		106.438	
2600		106.560	
2700		106.669	
2800		106.767	
2900		106.855	
3000		106.935	
3100		107.007	
3200		107.073	
3300		107.132	
3400		107.187	
3500		107.237	
3600		107.283	
3700		107.326	
3800		107.365	
3900		107.401	
4000		107.435	
4100		107.466	
4200		107.495	
4300		107.522	
4400		107.547	
4500		107.571	
4600		107.593	
4700		107.614	
4800		107.633	
4900		107.651	
5000		107.669	
5100		107.685	
5200		107.700	
5300		107.714	
5400		107.728	
5500		107.741	
5600		107.753	
5700		107.765	
5800		107.776	
5900		107.786	
6000		107.796	
