200		33.933	
250		35.259	
298.15		37.101	
300		37.180	
350		39.422	
400		41.780	
450		44.151	
500		46.479	
600		50.907	
700		54.934	
800		58.509	
900		61.625	
1000		64.300	
1100		66.594	
1200		68.535	
1300		70.188	
1400		71.602	
1500		72.818	
1600		73.866	
1700		74.772	
1800		75.558	
1900		76.242	
2000		76.840	
2100		77.365	
2200		77.829	
2300		78.240	
2400		78.608	
2500		78.939	
2600		79.237	
2700		79.506	
2800		79.749	
2900		79.965	
3000		80.155	
3100		80.340	
3200		80.505	
3300		80.655	
3400		80.794	
3500		80.921	
3600		81.038	
3700		81.147	
3800		81.247	
3900		81.340	
4000		81.427	
4100		81.507	
4200		81.582	
4300		81.652	
4400		81.718	
4500		81.779	
4600		81.836	
4700		81.890	
4800		81.941	
4900		81.988	
5000		82.033	
5100		82.076	
5200		82.116	
5300		82.153	
5400		82.189	
5500		82.223	
5600		82.255	
5700		82.286	
5800		82.315	
5900		82.342	
6000		82.368	
