200		33.825	
250		35.227	
298.15		37.500	
300		37.603	
350		40.695	
400		44.167	
450		47.751	
500		51.280	
600		57.871	
700		63.705	
800		68.812	
900		73.269	
1000		77.150	
1100		80.526	
1200		83.459	
1300		86.009	
1400		88.227	
1500		90.161	
1600		91.851	
1700		93.332	
1800		94.633	
1900		95.780	
2000		96.795	
2100		97.696	
2200		98.499	
2300		99.216	
2400		99.858	
2500		100.436	
2600		100.957	
2700		101.429	
2800		101.856	
2900		102.245	
3000		102.599	
3100		102.923	
3200		103.220	
3300		103.492	
3400		103.743	
3500		103.974	
3600		104.187	
3700		104.385	
3800		104.568	
3900		104.738	
4000		104.896	
4100		105.044	
4200		105.181	
4300		105.310	
4400		105.430	
4500		105.543	
4600		105.649	
4700		105.748	
4800		105.842	
4900		105.930	
5000		106.013	
5100		106.091	
5200		106.165	
5300		106.235	
5400		106.302	
5500		106.364	
5600		106.424	
5700		106.481	
5800		106.534	
5900		106.585	
6000		106.634	
