200		29.811	
250		30.651	
298.15		31.546	
300		31.580	
350		32.458	
400		33.228	
450		33.881	
500		34.428	
600		35.267	
700		35.862	
800		36.297	
900		36.627	
1000		36.884	
1100		37.092	
1200		37.264	
1300		37.409	
1400		37.536	
1500		37.647	
1600		37.747	
1700		37.839	
1800		37.923	
1900		38.001	
2000		38.075	
2100		38.145	
2200		38.212	
2300		38.277	
2400		38.339	
2500		38.399	
2600		38.458	
2700		38.516	
2800		38.572	
2900		38.627	
3000		38.682	
3100		38.735	
3200		38.788	
3300		38.840	
3400		38.892	
3500		38.944	
3600		38.994	
3700		39.045	
3800		39.095	
3900		39.145	
4000		39.195	
4100		39.244	
4200		39.293	
4300		39.342	
4400		39.391	
4500		39.439	
4600		39.488	
4700		39.536	
4800		39.584	
4900		39.632	
5000		39.680	
5100		39.728	
5200		39.776	
5300		39.823	
5400		39.871	
5500		39.918	
5600		39.966	
5700		40.013	
5800		40.061	
5900		40.108	
6000		40.155	
