200		33.473	
250		34.216	
298.15		35.639	
300		35.708	
350		37.874	
400		40.500	
450		43.374	
500		46.342	
600		52.227	
700		57.794	
800		62.932	
900		67.601	
1000		71.795	
1100		75.529	
1200		78.833	
1300		81.744	
1400		84.305	
1500		86.556	
1600		88.537	
1700		90.283	
1800		91.824	
1900		93.188	
2000		94.399	
2100		95.477	
2200		96.439	
2300		97.301	
2400		98.075	
2500		98.772	
2600		99.401	
2700		99.971	
2800		100.489	
2900		100.960	
3000		101.389	
3100		101.782	
3200		102.143	
3300		102.474	
3400		102.778	
3500		103.060	
3600		103.319	
3700		103.560	
3800		103.783	
3900		103.990	
4000		104.183	
4100		104.363	
4200		104.531	
4300		104.688	
4400		104.834	
4500		104.972	
4600		105.101	
4700		105.223	
4800		105.337	
4900		105.445	
5000		105.546	
5100		105.642	
5200		105.733	
5300		105.818	
5400		105.899	
5500		105.976	
5600		106.049	
5700		106.118	
5800		106.184	
5900		106.247	
6000		106.306	
