200		31.719	
298.15		35.857	
300		35.928	
400		39.229	
500		41.731	
600		43.806	
700		45.643	
800		47.317	
900		48.844	
1000		50.229	
1100		51.484	
1200		52.610	
1300		53.618	
1400		54.522	
1500		55.329	
1600		56.049	
1700		56.697	
1800		57.275	
1900		57.794	
2000		58.262	
2100		58.689	
2200		59.070	
2300		59.421	
2400		59.739	
2500		60.028	
2600		60.296	
2700		60.542	
2800		60.764	
2900		60.973	
3000		61.170	
3100		61.347	
3200		61.513	
3300		61.669	
3400		61.814	
3500		61.948	
3600		62.074	
3700		62.190	
3800		62.300	
3900		62.401	
4000		62.496	
4100		62.587	
4200		62.672	
4300		62.750	
4400		62.823	
4500		62.890	
4600		62.952	
4700		63.011	
4800		63.065	
4900		63.115	
5000		63.162	
5100		63.206	
5200		63.245	
5300		63.278	
5400		63.308	
5500		63.335	
5600		63.358	
5700		63.378	
5800		63.395	
5900		63.407	
6000		63.417	
			

